#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACVRL1	BMP7	9606.ENSP00000373574	9606.ENSP00000379204	0	0	0	0	0.049	0.167	0	0.485	0.556
MELK	TROAP	9606.ENSP00000298048	9606.ENSP00000257909	0	0	0	0	0.523	0	0	0.436	0.719
MELK	NDC80	9606.ENSP00000298048	9606.ENSP00000261597	0	0	0	0	0.907	0	0	0.325	0.935
MELK	POLQ	9606.ENSP00000298048	9606.ENSP00000264233	0	0	0	0	0.494	0	0	0.052	0.499
MELK	TICRR	9606.ENSP00000298048	9606.ENSP00000268138	0	0	0	0	0.409	0.060	0	0.181	0.506
MELK	PLK4	9606.ENSP00000298048	9606.ENSP00000270861	0	0	0	0.642	0.822	0.095	0	0.128	0.847
MELK	NUF2	9606.ENSP00000298048	9606.ENSP00000271452	0	0	0	0	0.879	0.069	0	0.478	0.936
MELK	SKA1	9606.ENSP00000298048	9606.ENSP00000285116	0	0	0	0	0.743	0	0	0.316	0.816
MELK	TIMELESS	9606.ENSP00000298048	9606.ENSP00000450607	0	0	0	0	0.384	0	0	0.233	0.508
MELK	ORC1	9606.ENSP00000298048	9606.ENSP00000360623	0	0	0	0	0.524	0	0	0.064	0.535
MELK	WDHD1	9606.ENSP00000298048	9606.ENSP00000353793	0	0	0	0	0.569	0	0	0	0.569
MELK	RFC4	9606.ENSP00000298048	9606.ENSP00000376272	0	0	0	0	0.453	0.049	0	0.380	0.649
MELK	RAD54L	9606.ENSP00000298048	9606.ENSP00000361043	0	0	0	0	0.527	0.048	0	0.283	0.649
MELK	ZWILCH	9606.ENSP00000298048	9606.ENSP00000311429	0	0	0	0	0.585	0	0	0.191	0.651
MELK	UBE2T	9606.ENSP00000298048	9606.ENSP00000494957	0	0	0	0	0.511	0.079	0	0.398	0.706
MELK	SKA3	9606.ENSP00000298048	9606.ENSP00000319417	0	0	0	0	0.568	0	0	0.373	0.718
MELK	NCAPG2	9606.ENSP00000298048	9606.ENSP00000387007	0	0	0	0	0.653	0	0	0.247	0.728
MELK	SPAG5	9606.ENSP00000298048	9606.ENSP00000323300	0	0	0	0	0.612	0.065	0	0.328	0.735
MELK	RAD51	9606.ENSP00000298048	9606.ENSP00000493712	0	0.007	0	0	0.715	0.071	0	0.176	0.763
MELK	TK1	9606.ENSP00000298048	9606.ENSP00000468425	0	0	0	0	0.519	0	0	0.587	0.792
MELK	PLK1	9606.ENSP00000298048	9606.ENSP00000300093	0	0	0	0.630	0.753	0.095	0	0.215	0.809
MELK	STIL	9606.ENSP00000298048	9606.ENSP00000360944	0	0	0	0	0.786	0	0	0.186	0.819
MELK	NEK2	9606.ENSP00000298048	9606.ENSP00000355966	0	0	0	0.619	0.640	0.051	0	0.522	0.822
MELK	RACGAP1	9606.ENSP00000298048	9606.ENSP00000404190	0	0	0	0	0.651	0	0	0.606	0.856
MELK	PTTG1	9606.ENSP00000298048	9606.ENSP00000377536	0	0	0	0	0.689	0	0	0.613	0.874
MELK	PRC1	9606.ENSP00000298048	9606.ENSP00000377793	0	0	0	0	0.852	0.054	0	0.296	0.893
MELK	ZWINT	9606.ENSP00000298048	9606.ENSP00000363055	0	0	0	0	0.777	0	0	0.584	0.903
MELK	NUSAP1	9606.ENSP00000298048	9606.ENSP00000499238	0	0	0	0	0.841	0	0	0.580	0.930
MELK	TTK	9606.ENSP00000298048	9606.ENSP00000358813	0	0	0	0.574	0.911	0	0	0.254	0.931
MELK	UBE2C	9606.ENSP00000298048	9606.ENSP00000348838	0	0	0	0	0.816	0.079	0	0.719	0.948
MELK	TOP2A	9606.ENSP00000298048	9606.ENSP00000411532	0	0	0	0	0.835	0	0	0.740	0.955
MELK	TPX2	9606.ENSP00000298048	9606.ENSP00000300403	0	0	0	0	0.840	0.070	0	0.739	0.958
MGME1	RNASEH2A	9606.ENSP00000366939	9606.ENSP00000221486	0	0	0	0	0.131	0	0	0.412	0.467
MND1	TRIP13	9606.ENSP00000240488	9606.ENSP00000166345	0	0	0	0	0.377	0	0	0.263	0.521
MND1	OIP5	9606.ENSP00000240488	9606.ENSP00000220514	0	0	0	0	0.784	0	0	0.093	0.795
MND1	RAD51AP1	9606.ENSP00000240488	9606.ENSP00000228843	0	0	0	0	0.765	0	0	0.417	0.857
MND1	NCAPH	9606.ENSP00000240488	9606.ENSP00000240423	0	0	0	0	0.375	0	0	0.103	0.415
MND1	TK1	9606.ENSP00000240488	9606.ENSP00000468425	0	0	0	0	0.372	0	0	0.090	0.404
MND1	ZWILCH	9606.ENSP00000240488	9606.ENSP00000311429	0	0	0	0	0.299	0	0	0.198	0.414
MND1	ORC1	9606.ENSP00000240488	9606.ENSP00000360623	0	0	0	0	0.322	0	0	0.209	0.440
MND1	SKA1	9606.ENSP00000240488	9606.ENSP00000285116	0	0	0	0	0.458	0	0	0	0.458
MND1	WDHD1	9606.ENSP00000240488	9606.ENSP00000353793	0	0	0	0	0.459	0	0	0.091	0.487
MND1	XRCC2	9606.ENSP00000240488	9606.ENSP00000352271	0	0	0	0	0.113	0	0	0.458	0.499
MND1	RFC4	9606.ENSP00000240488	9606.ENSP00000376272	0	0	0	0	0.413	0.067	0	0.184	0.514
MND1	TPX2	9606.ENSP00000240488	9606.ENSP00000300403	0	0	0	0	0.466	0	0	0.129	0.515
MND1	PLK4	9606.ENSP00000240488	9606.ENSP00000270861	0	0	0	0	0.438	0	0	0.197	0.529
MND1	PTTG1	9606.ENSP00000240488	9606.ENSP00000377536	0	0	0	0	0.465	0	0	0.156	0.530
MND1	ZWINT	9606.ENSP00000240488	9606.ENSP00000363055	0	0	0	0	0.466	0	0	0.161	0.532
MND1	UBE2C	9606.ENSP00000240488	9606.ENSP00000348838	0	0	0	0	0.492	0	0	0.177	0.564
MND1	NEK2	9606.ENSP00000240488	9606.ENSP00000355966	0	0	0	0	0.529	0	0	0.129	0.572
MND1	RACGAP1	9606.ENSP00000240488	9606.ENSP00000404190	0	0	0	0	0.487	0	0	0.202	0.573
MND1	NUSAP1	9606.ENSP00000240488	9606.ENSP00000499238	0	0	0	0	0.544	0	0	0.137	0.590
MND1	SPAG5	9606.ENSP00000240488	9606.ENSP00000323300	0	0	0	0	0.448	0	0	0.289	0.591
MND1	RAD54B	9606.ENSP00000240488	9606.ENSP00000336606	0	0	0	0	0.188	0	0	0.525	0.598
MND1	TOP2A	9606.ENSP00000240488	9606.ENSP00000411532	0	0	0	0	0.484	0	0	0.287	0.616
MND1	NCAPG2	9606.ENSP00000240488	9606.ENSP00000387007	0	0	0	0	0.315	0	0	0.475	0.625
MND1	RAD54L	9606.ENSP00000240488	9606.ENSP00000361043	0	0	0	0	0.468	0	0	0.371	0.651
MND1	UBE2T	9606.ENSP00000240488	9606.ENSP00000494957	0	0	0	0	0.663	0	0	0	0.663
MND1	TTK	9606.ENSP00000240488	9606.ENSP00000358813	0	0	0	0	0.652	0	0	0.250	0.728
MND1	SKA3	9606.ENSP00000240488	9606.ENSP00000319417	0	0	0	0	0.740	0	0	0.138	0.766
MND1	NDC80	9606.ENSP00000240488	9606.ENSP00000261597	0	0	0	0	0.774	0	0	0.068	0.780
MND1	NCAPG	9606.ENSP00000240488	9606.ENSP00000251496	0	0	0	0	0.785	0	0	0.212	0.824
MND1	NUF2	9606.ENSP00000240488	9606.ENSP00000271452	0	0	0	0	0.800	0	0	0.183	0.829
MND1	RAD51	9606.ENSP00000240488	9606.ENSP00000493712	0	0	0	0	0.506	0.289	0.400	0.968	0.992
MYBL2	TRIP13	9606.ENSP00000217026	9606.ENSP00000166345	0	0	0	0	0.406	0	0	0.212	0.512
MYBL2	SKA1	9606.ENSP00000217026	9606.ENSP00000285116	0	0	0	0	0.313	0	0	0.165	0.402
MYBL2	RAD51AP1	9606.ENSP00000217026	9606.ENSP00000228843	0	0	0	0	0.353	0	0	0.117	0.404
MYBL2	UBE2T	9606.ENSP00000217026	9606.ENSP00000494957	0	0	0	0	0.257	0.060	0	0.215	0.404
MYBL2	RECQL4	9606.ENSP00000217026	9606.ENSP00000482313	0	0	0	0	0.345	0	0	0.129	0.406
MYBL2	PRC1	9606.ENSP00000217026	9606.ENSP00000377793	0	0	0	0	0.343	0	0	0.163	0.427
MYBL2	TICRR	9606.ENSP00000217026	9606.ENSP00000268138	0	0	0	0	0.402	0	0	0.129	0.457
MYBL2	NDC80	9606.ENSP00000217026	9606.ENSP00000261597	0	0	0	0	0.325	0	0	0.238	0.464
MYBL2	RACGAP1	9606.ENSP00000217026	9606.ENSP00000404190	0	0	0	0	0.314	0	0	0.271	0.478
MYBL2	PLK4	9606.ENSP00000217026	9606.ENSP00000270861	0	0	0	0	0.343	0	0	0.256	0.490
MYBL2	NEK2	9606.ENSP00000217026	9606.ENSP00000355966	0	0	0	0	0.290	0	0	0.317	0.495
MYBL2	RAD51	9606.ENSP00000217026	9606.ENSP00000493712	0	0	0	0	0.441	0	0	0.183	0.525
MYBL2	TROAP	9606.ENSP00000217026	9606.ENSP00000257909	0	0	0	0	0.407	0	0	0.233	0.526
MYBL2	PTTG1	9606.ENSP00000217026	9606.ENSP00000377536	0	0	0	0	0.365	0	0	0.300	0.537
MYBL2	ZWINT	9606.ENSP00000217026	9606.ENSP00000363055	0	0	0	0	0.445	0	0	0.207	0.541
MYBL2	SKA3	9606.ENSP00000217026	9606.ENSP00000319417	0	0	0	0	0.465	0	0	0.184	0.545
MYBL2	SKP2	9606.ENSP00000217026	9606.ENSP00000274255	0	0	0	0	0.183	0.292	0	0.293	0.555
MYBL2	SPAG5	9606.ENSP00000217026	9606.ENSP00000323300	0	0	0	0	0.450	0.054	0	0.234	0.567
MYBL2	NUSAP1	9606.ENSP00000217026	9606.ENSP00000499238	0	0	0	0	0.391	0	0	0.358	0.592
MYBL2	NCAPG	9606.ENSP00000217026	9606.ENSP00000251496	0	0	0	0	0.471	0	0	0.308	0.618
MYBL2	ORC1	9606.ENSP00000217026	9606.ENSP00000360623	0	0	0	0	0.509	0.092	0	0.219	0.622
MYBL2	NUF2	9606.ENSP00000217026	9606.ENSP00000271452	0	0	0	0	0.407	0.163	0	0.317	0.631
MYBL2	TTK	9606.ENSP00000217026	9606.ENSP00000358813	0	0	0	0	0.515	0	0	0.280	0.635
MYBL2	RAD54L	9606.ENSP00000217026	9606.ENSP00000361043	0	0	0	0	0.443	0.058	0	0.445	0.683
MYBL2	NCAPH	9606.ENSP00000217026	9606.ENSP00000240423	0	0	0	0	0.588	0	0	0.338	0.716
MYBL2	TOP2A	9606.ENSP00000217026	9606.ENSP00000411532	0	0	0	0	0.512	0	0	0.446	0.718
MYBL2	TPX2	9606.ENSP00000217026	9606.ENSP00000300403	0	0	0	0	0.527	0.046	0	0.484	0.747
MYBL2	TK1	9606.ENSP00000217026	9606.ENSP00000468425	0	0	0	0	0.662	0	0	0.333	0.765
MYBL2	UBE2C	9606.ENSP00000217026	9606.ENSP00000348838	0	0	0	0	0.539	0.060	0	0.517	0.773
MYBL2	TFAP2A	9606.ENSP00000217026	9606.ENSP00000501092	0	0	0	0	0.108	0	0.750	0.353	0.843
MYBL2	PLK1	9606.ENSP00000217026	9606.ENSP00000300093	0	0	0	0	0.542	0	0.500	0.507	0.877
NCAPG	TRIP13	9606.ENSP00000251496	9606.ENSP00000166345	0	0	0	0	0.562	0	0	0.368	0.711
NCAPG	POLE2	9606.ENSP00000251496	9606.ENSP00000216367	0	0	0	0	0.461	0	0	0.241	0.573
NCAPG	OIP5	9606.ENSP00000251496	9606.ENSP00000220514	0	0	0	0	0.678	0	0	0.353	0.783
NCAPG	RAD51AP1	9606.ENSP00000251496	9606.ENSP00000228843	0	0	0	0	0.785	0	0	0.607	0.911
NCAPG	NCAPH	9606.ENSP00000251496	9606.ENSP00000240423	0	0	0	0	0.845	0.999	0.900	0.996	0.999
NCAPG	PIMREG	9606.ENSP00000251496	9606.ENSP00000250056	0	0	0	0	0.439	0	0	0.434	0.669
NCAPG	TIMELESS	9606.ENSP00000251496	9606.ENSP00000450607	0	0	0	0	0.377	0	0	0.090	0.409
NCAPG	RECQL4	9606.ENSP00000251496	9606.ENSP00000482313	0	0	0	0	0.301	0.292	0	0	0.484
NCAPG	TICRR	9606.ENSP00000251496	9606.ENSP00000268138	0	0	0	0	0.444	0	0	0.146	0.506
NCAPG	POLQ	9606.ENSP00000251496	9606.ENSP00000264233	0	0	0	0	0.515	0	0	0.114	0.552
NCAPG	UBE2T	9606.ENSP00000251496	9606.ENSP00000494957	0	0	0	0	0.503	0.059	0	0.162	0.574
NCAPG	RAD51	9606.ENSP00000251496	9606.ENSP00000493712	0	0	0	0	0.501	0	0	0.189	0.578
NCAPG	TK1	9606.ENSP00000251496	9606.ENSP00000468425	0	0	0	0	0.469	0	0	0.267	0.595
NCAPG	WDHD1	9606.ENSP00000251496	9606.ENSP00000353793	0	0	0	0	0.486	0	0	0.282	0.615
NCAPG	RAD54L	9606.ENSP00000251496	9606.ENSP00000361043	0	0	0	0	0.526	0.067	0	0.313	0.669
NCAPG	RFC4	9606.ENSP00000251496	9606.ENSP00000376272	0	0	0	0	0.515	0	0	0.356	0.674
NCAPG	ZWILCH	9606.ENSP00000251496	9606.ENSP00000311429	0	0	0	0	0.614	0	0	0.224	0.688
NCAPG	TROAP	9606.ENSP00000251496	9606.ENSP00000257909	0	0	0	0	0.544	0	0	0.348	0.690
NCAPG	PLK1	9606.ENSP00000251496	9606.ENSP00000300093	0	0	0	0	0.444	0	0	0.470	0.693
NCAPG	STIL	9606.ENSP00000251496	9606.ENSP00000360944	0	0	0	0	0.651	0	0	0.199	0.708
NCAPG	SPAG5	9606.ENSP00000251496	9606.ENSP00000323300	0	0	0	0	0.607	0	0	0.372	0.742
NCAPG	SKA1	9606.ENSP00000251496	9606.ENSP00000285116	0	0	0	0	0.522	0	0	0.484	0.743
NCAPG	SKA3	9606.ENSP00000251496	9606.ENSP00000319417	0	0	0	0	0.690	0	0	0.316	0.779
NCAPG	PTTG1	9606.ENSP00000251496	9606.ENSP00000377536	0	0	0	0	0.664	0	0	0.440	0.804
NCAPG	NEK2	9606.ENSP00000251496	9606.ENSP00000355966	0	0	0	0	0.589	0	0	0.587	0.823
NCAPG	ZWINT	9606.ENSP00000251496	9606.ENSP00000363055	0	0	0	0	0.657	0	0	0.587	0.852
NCAPG	PLK4	9606.ENSP00000251496	9606.ENSP00000270861	0	0	0	0	0.796	0	0	0.342	0.860
NCAPG	UBE2C	9606.ENSP00000251496	9606.ENSP00000348838	0	0	0	0	0.724	0.059	0	0.507	0.860
NCAPG	RACGAP1	9606.ENSP00000251496	9606.ENSP00000404190	0	0	0	0	0.666	0	0	0.610	0.864
NCAPG	PRC1	9606.ENSP00000251496	9606.ENSP00000377793	0	0	0	0	0.844	0.292	0	0.345	0.921
NCAPG	NUF2	9606.ENSP00000251496	9606.ENSP00000271452	0	0	0	0	0.865	0	0	0.505	0.930
NCAPG	NUSAP1	9606.ENSP00000251496	9606.ENSP00000499238	0	0	0	0	0.840	0	0	0.590	0.931
NCAPG	NCAPG2	9606.ENSP00000251496	9606.ENSP00000387007	0	0	0	0	0.602	0	0.540	0.734	0.947
NCAPG	NDC80	9606.ENSP00000251496	9606.ENSP00000261597	0	0	0	0	0.935	0	0	0.245	0.949
NCAPG	TPX2	9606.ENSP00000251496	9606.ENSP00000300403	0	0	0	0	0.827	0	0	0.720	0.949
NCAPG	TOP2A	9606.ENSP00000251496	9606.ENSP00000411532	0	0	0	0	0.850	0.088	0	0.780	0.967
NCAPG	TTK	9606.ENSP00000251496	9606.ENSP00000358813	0	0	0	0	0.923	0	0	0.667	0.973
NCAPG2	TRIP13	9606.ENSP00000387007	9606.ENSP00000166345	0	0	0	0	0.574	0	0	0.070	0.587
NCAPG2	OIP5	9606.ENSP00000387007	9606.ENSP00000220514	0	0	0	0	0.397	0	0	0.381	0.611
NCAPG2	RAD51AP1	9606.ENSP00000387007	9606.ENSP00000228843	0	0	0	0	0.510	0	0	0.441	0.714
NCAPG2	NCAPH	9606.ENSP00000387007	9606.ENSP00000240423	0	0	0	0	0.685	0.098	0.540	0.864	0.979
NCAPG2	NDC80	9606.ENSP00000387007	9606.ENSP00000261597	0	0	0	0	0.734	0	0	0.314	0.810
NCAPG2	PLK4	9606.ENSP00000387007	9606.ENSP00000270861	0	0	0	0	0.466	0.098	0	0.091	0.524
NCAPG2	NUF2	9606.ENSP00000387007	9606.ENSP00000271452	0	0	0	0	0.789	0	0	0.275	0.841
NCAPG2	SKA1	9606.ENSP00000387007	9606.ENSP00000285116	0	0	0	0	0.463	0	0	0.202	0.553
NCAPG2	PLK1	9606.ENSP00000387007	9606.ENSP00000300093	0	0	0	0	0.307	0.301	0.500	0.705	0.919
NCAPG2	TPX2	9606.ENSP00000387007	9606.ENSP00000300403	0	0	0	0	0.632	0	0	0.499	0.807
NCAPG2	ZWILCH	9606.ENSP00000387007	9606.ENSP00000311429	0	0	0	0	0.608	0	0	0.298	0.713
NCAPG2	SKA3	9606.ENSP00000387007	9606.ENSP00000319417	0	0	0	0	0.438	0	0	0.507	0.711
NCAPG2	SPAG5	9606.ENSP00000387007	9606.ENSP00000323300	0	0	0	0	0.623	0	0	0.123	0.655
NCAPG2	UBE2C	9606.ENSP00000387007	9606.ENSP00000348838	0	0	0	0	0.420	0	0	0.125	0.471
NCAPG2	WDHD1	9606.ENSP00000387007	9606.ENSP00000353793	0	0	0	0	0.528	0	0	0.241	0.626
NCAPG2	NEK2	9606.ENSP00000387007	9606.ENSP00000355966	0	0	0	0	0.463	0	0	0.222	0.565
NCAPG2	TTK	9606.ENSP00000387007	9606.ENSP00000358813	0	0	0	0	0.580	0	0	0.119	0.615
NCAPG2	ORC1	9606.ENSP00000387007	9606.ENSP00000360623	0	0	0	0	0.564	0	0	0	0.564
NCAPG2	STIL	9606.ENSP00000387007	9606.ENSP00000360944	0	0	0	0	0.576	0	0	0.092	0.599
NCAPG2	RAD54L	9606.ENSP00000387007	9606.ENSP00000361043	0	0	0	0	0.322	0	0	0.233	0.458
NCAPG2	ZWINT	9606.ENSP00000387007	9606.ENSP00000363055	0	0	0	0	0.633	0	0	0.221	0.702
NCAPG2	RFC4	9606.ENSP00000387007	9606.ENSP00000376272	0	0	0	0	0.586	0	0	0.079	0.602
NCAPG2	PTTG1	9606.ENSP00000387007	9606.ENSP00000377536	0	0	0	0	0.333	0	0	0.154	0.412
NCAPG2	PRC1	9606.ENSP00000387007	9606.ENSP00000377793	0	0	0	0	0.607	0	0	0.054	0.612
NCAPG2	TK1	9606.ENSP00000387007	9606.ENSP00000468425	0	0	0	0	0.418	0	0	0.051	0.424
NCAPG2	TIMELESS	9606.ENSP00000387007	9606.ENSP00000450607	0	0	0	0	0.437	0	0	0.125	0.486
NCAPG2	TOP2A	9606.ENSP00000387007	9606.ENSP00000411532	0	0	0	0	0.480	0	0	0.349	0.647
NCAPG2	RAD51	9606.ENSP00000387007	9606.ENSP00000493712	0	0	0	0	0.615	0	0	0.165	0.665
NCAPG2	NUSAP1	9606.ENSP00000387007	9606.ENSP00000499238	0	0	0	0	0.599	0	0	0.219	0.673
NCAPG2	RACGAP1	9606.ENSP00000387007	9606.ENSP00000404190	0	0	0	0	0.586	0	0	0.446	0.761
NCAPH	TRIP13	9606.ENSP00000240423	9606.ENSP00000166345	0	0.034	0	0	0.506	0	0	0.262	0.620
NCAPH	POLE2	9606.ENSP00000240423	9606.ENSP00000216367	0	0	0	0	0.294	0	0	0.195	0.408
NCAPH	ORC6	9606.ENSP00000240423	9606.ENSP00000219097	0	0	0	0	0.190	0	0	0.512	0.588
NCAPH	OIP5	9606.ENSP00000240423	9606.ENSP00000220514	0	0	0	0	0.422	0	0	0.067	0.438
NCAPH	RAD51AP1	9606.ENSP00000240423	9606.ENSP00000228843	0	0	0	0	0.546	0	0	0.204	0.623
NCAPH	RCC2	9606.ENSP00000240423	9606.ENSP00000364585	0	0	0	0	0.212	0	0	0.317	0.439
NCAPH	UBE2T	9606.ENSP00000240423	9606.ENSP00000494957	0	0	0	0	0.370	0.059	0	0.153	0.454
NCAPH	ORC1	9606.ENSP00000240423	9606.ENSP00000360623	0	0	0	0	0.479	0	0	0	0.479
NCAPH	STIL	9606.ENSP00000240423	9606.ENSP00000360944	0	0	0	0	0.332	0	0	0.254	0.480
NCAPH	TK1	9606.ENSP00000240423	9606.ENSP00000468425	0	0	0	0	0.458	0	0	0.150	0.520
NCAPH	SKA1	9606.ENSP00000240423	9606.ENSP00000285116	0	0	0	0	0.372	0	0	0.290	0.535
NCAPH	TROAP	9606.ENSP00000240423	9606.ENSP00000257909	0	0	0	0	0.439	0	0	0.212	0.539
NCAPH	TICRR	9606.ENSP00000240423	9606.ENSP00000268138	0	0	0	0	0.519	0	0	0.148	0.573
NCAPH	RFC4	9606.ENSP00000240423	9606.ENSP00000376272	0	0	0	0	0.474	0	0	0.246	0.587
NCAPH	RAD51	9606.ENSP00000240423	9606.ENSP00000493712	0	0	0	0	0.555	0	0	0.170	0.615
NCAPH	WDHD1	9606.ENSP00000240423	9606.ENSP00000353793	0	0	0	0	0.565	0	0	0.153	0.616
NCAPH	PIMREG	9606.ENSP00000240423	9606.ENSP00000250056	0	0	0	0	0.371	0	0	0.435	0.629
NCAPH	RACGAP1	9606.ENSP00000240423	9606.ENSP00000404190	0	0	0	0	0.495	0	0	0.354	0.660
NCAPH	RAD54L	9606.ENSP00000240423	9606.ENSP00000361043	0	0	0	0	0.453	0.067	0	0.399	0.666
NCAPH	PLK4	9606.ENSP00000240423	9606.ENSP00000270861	0	0	0	0	0.441	0.098	0	0.403	0.672
NCAPH	ZWILCH	9606.ENSP00000240423	9606.ENSP00000311429	0	0	0	0	0.456	0.099	0	0.412	0.687
NCAPH	NEK2	9606.ENSP00000240423	9606.ENSP00000355966	0	0	0	0	0.373	0	0	0.541	0.700
NCAPH	ZWINT	9606.ENSP00000240423	9606.ENSP00000363055	0	0	0	0	0.556	0	0	0.362	0.705
NCAPH	PTTG1	9606.ENSP00000240423	9606.ENSP00000377536	0	0	0	0	0.401	0	0	0.546	0.717
NCAPH	PRC1	9606.ENSP00000240423	9606.ENSP00000377793	0	0	0	0	0.698	0	0	0.123	0.724
NCAPH	UBE2C	9606.ENSP00000240423	9606.ENSP00000348838	0	0	0	0	0.629	0.059	0	0.275	0.724
NCAPH	NUSAP1	9606.ENSP00000240423	9606.ENSP00000499238	0	0	0	0	0.576	0	0	0.418	0.742
NCAPH	PLK1	9606.ENSP00000240423	9606.ENSP00000300093	0	0	0	0	0.568	0.091	0	0.417	0.751
NCAPH	NUF2	9606.ENSP00000240423	9606.ENSP00000271452	0	0	0	0	0.649	0	0	0.339	0.758
NCAPH	SPAG5	9606.ENSP00000240423	9606.ENSP00000323300	0	0	0	0	0.645	0	0	0.370	0.766
NCAPH	NDC80	9606.ENSP00000240423	9606.ENSP00000261597	0	0	0	0	0.749	0	0	0.147	0.777
NCAPH	SKA3	9606.ENSP00000240423	9606.ENSP00000319417	0	0	0	0	0.670	0	0	0.461	0.814
NCAPH	TPX2	9606.ENSP00000240423	9606.ENSP00000300403	0	0	0	0	0.622	0	0	0.629	0.854
NCAPH	TTK	9606.ENSP00000240423	9606.ENSP00000358813	0	0	0	0	0.687	0	0	0.652	0.886
NCAPH	TOP2A	9606.ENSP00000240423	9606.ENSP00000411532	0	0	0	0	0.642	0.408	0	0.528	0.891
NDC80	TRIP13	9606.ENSP00000261597	9606.ENSP00000166345	0	0	0	0	0.599	0	0	0.167	0.652
NDC80	ORC6	9606.ENSP00000261597	9606.ENSP00000219097	0	0	0	0	0.277	0	0	0.298	0.470
NDC80	OIP5	9606.ENSP00000261597	9606.ENSP00000220514	0	0	0	0	0.680	0	0	0.138	0.712
NDC80	RAD51AP1	9606.ENSP00000261597	9606.ENSP00000228843	0	0	0	0	0.515	0	0	0.060	0.525
NDC80	PIMREG	9606.ENSP00000261597	9606.ENSP00000250056	0	0	0	0	0.438	0	0	0	0.438
NDC80	TROAP	9606.ENSP00000261597	9606.ENSP00000257909	0	0	0	0	0.512	0	0	0.125	0.555
NDC80	RAD54L	9606.ENSP00000261597	9606.ENSP00000361043	0	0	0	0	0.407	0.053	0	0.085	0.441
NDC80	TK1	9606.ENSP00000261597	9606.ENSP00000468425	0	0	0	0	0.442	0	0	0	0.442
NDC80	TICRR	9606.ENSP00000261597	9606.ENSP00000268138	0	0	0	0	0.469	0	0	0.053	0.475
NDC80	UBE2T	9606.ENSP00000261597	9606.ENSP00000494957	0	0	0	0	0.430	0.063	0	0.108	0.482
NDC80	STIL	9606.ENSP00000261597	9606.ENSP00000360944	0	0	0	0	0.449	0	0	0.152	0.513
NDC80	WDHD1	9606.ENSP00000261597	9606.ENSP00000353793	0	0	0	0	0.529	0	0	0	0.529
NDC80	RAD51	9606.ENSP00000261597	9606.ENSP00000493712	0	0	0	0	0.583	0.069	0	0.235	0.677
NDC80	ORC1	9606.ENSP00000261597	9606.ENSP00000360623	0	0	0	0	0.667	0	0	0.102	0.688
NDC80	RACGAP1	9606.ENSP00000261597	9606.ENSP00000404190	0	0	0	0	0.622	0	0	0.243	0.701
NDC80	PLK4	9606.ENSP00000261597	9606.ENSP00000270861	0	0	0	0	0.549	0.126	0	0.328	0.712
NDC80	RFC4	9606.ENSP00000261597	9606.ENSP00000376272	0	0	0	0	0.716	0	0	0.278	0.787
NDC80	TPX2	9606.ENSP00000261597	9606.ENSP00000300403	0	0	0	0	0.663	0	0	0.398	0.788
NDC80	PRC1	9606.ENSP00000261597	9606.ENSP00000377793	0	0	0	0	0.748	0	0	0.346	0.828
NDC80	PTTG1	9606.ENSP00000261597	9606.ENSP00000377536	0	0	0	0	0.678	0	0	0.503	0.833
NDC80	ZWILCH	9606.ENSP00000261597	9606.ENSP00000311429	0	0	0	0	0.492	0.099	0	0.690	0.846
NDC80	UBE2C	9606.ENSP00000261597	9606.ENSP00000348838	0	0	0	0	0.803	0.063	0	0.350	0.870
NDC80	TOP2A	9606.ENSP00000261597	9606.ENSP00000411532	0	0	0	0	0.833	0.094	0	0.245	0.876
NDC80	SPAG5	9606.ENSP00000261597	9606.ENSP00000323300	0	0	0	0	0.812	0.156	0	0.347	0.887
NDC80	NUSAP1	9606.ENSP00000261597	9606.ENSP00000499238	0	0	0	0	0.891	0	0	0.281	0.918
NDC80	SKA3	9606.ENSP00000261597	9606.ENSP00000319417	0	0	0	0	0.496	0	0.720	0.629	0.943
NDC80	PLK1	9606.ENSP00000261597	9606.ENSP00000300093	0	0	0	0	0.473	0.296	0.720	0.589	0.951
NDC80	SKA1	9606.ENSP00000261597	9606.ENSP00000285116	0	0	0	0	0.641	0.444	0.720	0.683	0.979
NDC80	NEK2	9606.ENSP00000261597	9606.ENSP00000355966	0	0	0	0	0.809	0.512	0	0.854	0.985
NDC80	ZWINT	9606.ENSP00000261597	9606.ENSP00000363055	0	0	0	0	0.507	0.912	0.540	0.608	0.991
NDC80	TTK	9606.ENSP00000261597	9606.ENSP00000358813	0	0	0	0	0.948	0.663	0	0.592	0.992
NDC80	NUF2	9606.ENSP00000261597	9606.ENSP00000271452	0	0	0	0	0.958	0.997	0.900	0.998	0.999
NECTIN1	TP63	9606.ENSP00000264025	9606.ENSP00000264731	0	0	0	0	0.104	0	0	0.421	0.459
NEK2	TRIP13	9606.ENSP00000355966	9606.ENSP00000166345	0	0	0	0	0.608	0.048	0	0.412	0.761
NEK2	ORC6	9606.ENSP00000355966	9606.ENSP00000219097	0	0	0	0	0.178	0	0	0.454	0.533
NEK2	OIP5	9606.ENSP00000355966	9606.ENSP00000220514	0	0	0	0	0.550	0	0	0.179	0.615
